user_id,gender,total_votes_received,opposite_votes_received,opposite_vote_ratio
876461,F,137,15,0.10948905109489052
876478,F,82,12,0.14634146341463414
876485,F,176,65,0.3693181818181818
876494,F,73,3,0.0410958904109589
876506,F,542,87,0.16051660516605165
876509,F,289,128,0.4429065743944637
876517,M,284,104,0.36619718309859156
876518,F,168,17,0.10119047619047619
876523,F,127,21,0.16535433070866143
876524,M,745,251,0.33691275167785234
876549,M,391,129,0.329923273657289
876580,M,83,6,0.07228915662650602
876588,F,206,9,0.043689320388349516
876592,M,135,110,0.8148148148148148
876601,F,207,22,0.10628019323671498
876611,M,233,59,0.2532188841201717
876614,F,136,7,0.051470588235294115
876627,F,175,1,0.005714285714285714
876633,F,181,10,0.055248618784530384
876643,F,743,526,0.7079407806191117
876649,F,269,62,0.23048327137546468
876681,F,132,10,0.07575757575757576
876682,M,162,60,0.37037037037037035
876696,F,237,31,0.1308016877637131
876698,F,105,25,0.23809523809523808
876719,M,139,77,0.5539568345323741
876727,F,177,0,0.0
876742,F,102,6,0.058823529411764705
876745,F,538,98,0.1821561338289963
876748,M,127,23,0.18110236220472442
876791,F,424,69,0.16273584905660377
876814,M,210,62,0.29523809523809524
876839,F,265,43,0.16226415094339622
876885,M,166,68,0.40963855421686746
876911,F,69,35,0.5072463768115942
876934,F,139,24,0.17266187050359713
876936,M,87,20,0.22988505747126436
876939,F,165,53,0.3212121212121212
876941,F,290,30,0.10344827586206896
877008,M,419,55,0.13126491646778043
877021,M,202,69,0.3415841584158416
877022,F,89,0,0.0
877037,M,171,78,0.45614035087719296
877069,F,76,15,0.19736842105263158
877073,F,740,175,0.23648648648648649
877081,M,115,1,0.008695652173913044
877108,M,106,30,0.2830188679245283
877115,F,399,78,0.19548872180451127
877117,F,413,104,0.25181598062953997
877158,F,280,49,0.175
877178,F,215,63,0.2930232558139535
877211,M,95,17,0.17894736842105263
877220,F,146,40,0.273972602739726
877227,F,50,4,0.08
877228,F,103,26,0.2524271844660194
877232,F,183,12,0.06557377049180328
877257,F,257,15,0.058365758754863814
877264,M,212,55,0.25943396226415094
877267,F,241,45,0.18672199170124482
877268,M,385,128,0.33246753246753247
877273,M,250,93,0.372
877280,M,172,48,0.27906976744186046
877322,F,287,60,0.20905923344947736
877326,F,236,78,0.3305084745762712
877328,F,93,15,0.16129032258064516
877334,M,265,85,0.32075471698113206
877342,M,106,15,0.14150943396226415
877344,M,218,31,0.14220183486238533
877367,F,494,105,0.2125506072874494
877373,F,307,53,0.17263843648208468
877374,M,136,46,0.3382352941176471
877382,M,15,1,0.06666666666666667
877385,F,211,17,0.08056872037914692
877391,F,92,24,0.2608695652173913
877406,F,165,62,0.37575757575757573
877426,F,55,2,0.03636363636363636
877442,M,77,28,0.36363636363636365
877459,M,216,127,0.5879629629629629
877481,M,139,78,0.5611510791366906
877517,M,48,25,0.5208333333333334
877526,F,268,55,0.20522388059701493
877540,F,304,78,0.2565789473684211
877549,M,147,58,0.3945578231292517
877559,M,278,64,0.2302158273381295
877572,M,317,39,0.12302839116719243
877606,M,253,75,0.2964426877470356
877642,F,466,103,0.22103004291845493
877650,F,192,21,0.109375
877667,F,181,11,0.06077348066298342
877677,F,170,60,0.35294117647058826
877683,F,111,23,0.2072072072072072
877693,M,471,136,0.28874734607218683
877705,F,87,17,0.19540229885057472
877726,F,131,37,0.2824427480916031
877734,F,120,18,0.15
877765,M,196,79,0.4030612244897959
877781,F,105,5,0.047619047619047616
877824,F,331,145,0.4380664652567976
877829,F,190,82,0.43157894736842106
877840,F,106,26,0.24528301886792453
877844,F,116,8,0.06896551724137931
877850,M,118,8,0.06779661016949153
877853,F,208,46,0.22115384615384615
877878,F,178,55,0.3089887640449438
877921,F,256,77,0.30078125
877936,M,47,33,0.7021276595744681
877946,F,159,40,0.25157232704402516
877997,M,260,63,0.2423076923076923
878015,M,328,95,0.2896341463414634
878020,F,114,15,0.13157894736842105
878024,M,107,33,0.308411214953271
878042,F,262,101,0.38549618320610685
878065,F,100,23,0.23
878112,F,19,1,0.05263157894736842
878154,F,348,78,0.22413793103448276
878156,F,74,22,0.2972972972972973
878181,M,81,40,0.49382716049382713
878229,F,341,147,0.4310850439882698
878246,F,149,49,0.3288590604026846
878307,F,135,64,0.4740740740740741
878370,F,281,132,0.4697508896797153
878387,F,22,3,0.13636363636363635
878442,F,210,58,0.2761904761904762
878464,F,192,46,0.23958333333333334
878482,M,154,102,0.6623376623376623
878498,M,112,20,0.17857142857142858
878500,M,326,108,0.3312883435582822
878553,F,94,21,0.22340425531914893
878573,M,217,123,0.5668202764976958
878592,M,40,21,0.525
878598,M,66,12,0.18181818181818182
878602,F,152,48,0.3157894736842105
878604,F,147,9,0.061224489795918366
878612,F,108,19,0.17592592592592593
878623,F,122,11,0.09016393442622951
878628,F,132,42,0.3181818181818182
878642,F,125,0,0.0
878657,F,389,200,0.5141388174807198
878679,F,406,83,0.2044334975369458
878720,M,8,3,0.375
878726,M,39,11,0.28205128205128205
878737,F,110,42,0.38181818181818183
878787,F,60,12,0.2
878864,F,302,74,0.24503311258278146
878909,M,422,111,0.26303317535545023
878915,F,77,13,0.16883116883116883
879000,F,30,1,0.03333333333333333
879015,M,189,49,0.25925925925925924
879018,F,196,102,0.5204081632653061
879059,M,228,40,0.17543859649122806
879060,F,45,6,0.13333333333333333
879066,F,171,61,0.3567251461988304
879067,F,181,53,0.292817679558011
879085,F,144,20,0.1388888888888889
879122,F,78,2,0.02564102564102564
879140,M,64,18,0.28125
879159,F,19,0,0.0
879167,F,61,21,0.3442622950819672
879172,M,27,24,0.8888888888888888
879200,F,72,26,0.3611111111111111
879202,F,230,30,0.13043478260869565
879209,F,202,37,0.18316831683168316
879229,F,177,53,0.2994350282485876
879241,F,187,49,0.2620320855614973
879254,M,41,5,0.12195121951219512
879271,M,32,12,0.375
879296,F,32,1,0.03125
879308,F,60,6,0.1
879322,F,34,3,0.08823529411764706
879324,M,50,41,0.82
879325,F,207,75,0.36231884057971014
879344,F,61,17,0.2786885245901639
879364,M,154,34,0.22077922077922077
879388,F,178,45,0.25280898876404495
879391,M,122,67,0.5491803278688525
879441,F,268,58,0.21641791044776118
879467,F,163,28,0.17177914110429449
879495,F,77,3,0.03896103896103896
879572,F,218,58,0.26605504587155965
879624,M,115,49,0.4260869565217391
879628,F,338,136,0.40236686390532544
879642,M,391,50,0.1278772378516624
879667,F,150,2,0.013333333333333334
879748,F,84,4,0.047619047619047616
879781,M,197,41,0.20812182741116753
879810,M,118,6,0.05084745762711865
879875,M,254,81,0.3188976377952756
879904,F,403,104,0.25806451612903225
879918,F,270,115,0.42592592592592593
879928,F,83,32,0.3855421686746988
879952,F,296,168,0.5675675675675675
879960,M,48,14,0.2916666666666667
879980,F,23,3,0.13043478260869565
880011,M,367,123,0.335149863760218
880022,F,120,63,0.525
880050,F,142,82,0.5774647887323944
880058,F,216,106,0.49074074074074076
880082,M,182,37,0.2032967032967033
880088,F,858,312,0.36363636363636365
880089,M,240,88,0.36666666666666664
880093,M,272,55,0.20220588235294118
880096,F,14,7,0.5
880105,F,149,63,0.4228187919463087
880111,M,112,16,0.14285714285714285
880122,M,247,105,0.4251012145748988
880126,M,597,217,0.36348408710217756
880151,M,44,10,0.22727272727272727
880158,M,108,5,0.046296296296296294
880161,F,189,27,0.14285714285714285
880171,F,38,13,0.34210526315789475
880194,F,189,63,0.3333333333333333
880224,F,30,2,0.06666666666666667
880280,F,418,83,0.19856459330143542
880337,M,256,52,0.203125
880428,M,45,11,0.24444444444444444
880437,F,129,31,0.24031007751937986
880470,M,196,10,0.05102040816326531
880508,F,130,104,0.8
880518,F,465,195,0.41935483870967744
880525,M,65,37,0.5692307692307692
880550,F,87,12,0.13793103448275862
880570,M,309,17,0.05501618122977346
880572,M,154,43,0.2792207792207792
880592,F,189,54,0.2857142857142857
880602,M,6,6,1.0
880623,F,364,22,0.06043956043956044
880643,F,310,23,0.07419354838709677
880658,F,217,22,0.10138248847926268
880692,M,77,9,0.11688311688311688
880711,M,479,326,0.6805845511482255
880731,F,118,63,0.5338983050847458
880781,M,193,79,0.40932642487046633
880801,F,39,2,0.05128205128205128
880875,F,143,45,0.3146853146853147
880885,F,211,9,0.04265402843601896
880887,M,139,63,0.45323741007194246
880932,F,263,57,0.21673003802281368
880964,M,35,18,0.5142857142857142
880973,F,143,27,0.1888111888111888
881024,F,28,6,0.21428571428571427
881048,F,147,17,0.11564625850340136
881066,M,58,16,0.27586206896551724
881077,M,286,143,0.5
881132,F,193,6,0.031088082901554404
881139,F,351,183,0.5213675213675214
881158,M,31,12,0.3870967741935484
881166,M,71,20,0.28169014084507044
881179,F,297,165,0.5555555555555556
881187,M,48,12,0.25
881189,M,241,43,0.17842323651452283
881233,M,169,39,0.23076923076923078
881242,F,208,71,0.34134615384615385
881273,F,65,9,0.13846153846153847
881298,M,361,165,0.45706371191135736
881301,F,108,8,0.07407407407407407
881311,M,270,113,0.4185185185185185
881334,M,358,30,0.08379888268156424
881335,M,45,14,0.3111111111111111
881336,F,366,226,0.6174863387978142
881346,M,246,31,0.12601626016260162
881393,F,279,224,0.8028673835125448
881397,F,97,27,0.27835051546391754
881403,M,151,29,0.19205298013245034
881424,F,507,103,0.20315581854043394
881478,F,105,46,0.4380952380952381
881480,F,39,5,0.1282051282051282
881543,F,166,60,0.3614457831325301
881572,F,35,6,0.17142857142857143
881627,F,87,27,0.3103448275862069
881639,M,152,69,0.45394736842105265
881683,F,105,14,0.13333333333333333
881740,F,249,52,0.20883534136546184
881787,M,293,69,0.2354948805460751
881822,F,75,36,0.48
881886,F,96,9,0.09375
881945,M,591,141,0.23857868020304568
881968,M,190,31,0.1631578947368421
881980,M,125,29,0.232
881991,M,91,51,0.5604395604395604
882023,F,25,3,0.12
882024,M,89,25,0.2808988764044944
882058,M,329,24,0.0729483282674772
882072,F,145,44,0.30344827586206896
882161,M,359,43,0.11977715877437325
882166,M,262,72,0.2748091603053435
882287,F,150,64,0.4266666666666667
882296,F,175,85,0.4857142857142857
882327,M,220,70,0.3181818181818182
882393,M,157,73,0.46496815286624205
882427,F,184,59,0.32065217391304346
882477,M,81,6,0.07407407407407407
882544,M,59,19,0.3220338983050847
882580,F,144,26,0.18055555555555555
882687,M,275,94,0.3418181818181818
882737,F,159,60,0.37735849056603776
882805,M,140,55,0.39285714285714285
882875,F,14,0,0.0
882900,F,310,128,0.4129032258064516
882924,M,102,38,0.37254901960784315
883020,M,209,94,0.44976076555023925
883117,M,75,33,0.44
883122,F,274,146,0.5328467153284672
883129,F,136,43,0.3161764705882353
883165,F,207,40,0.1932367149758454
883172,M,213,103,0.4835680751173709
883202,F,344,166,0.48255813953488375
883208,F,438,145,0.3310502283105023
883212,F,68,2,0.029411764705882353
883244,M,411,124,0.30170316301703165
883253,M,164,52,0.3170731707317073
883257,M,129,31,0.24031007751937986
883260,F,253,72,0.2845849802371542
883265,M,71,23,0.323943661971831
883290,M,220,83,0.37727272727272726
883339,F,253,57,0.22529644268774704
883374,M,385,94,0.24415584415584415
883391,M,280,43,0.15357142857142858
883393,F,269,128,0.4758364312267658
883413,M,163,67,0.4110429447852761
883423,M,221,50,0.22624434389140272
883491,F,628,279,0.4442675159235669
883511,M,236,68,0.288135593220339
883514,F,149,59,0.3959731543624161
883543,M,138,28,0.2028985507246377
883570,M,216,37,0.1712962962962963
883576,F,332,176,0.5301204819277109
883580,M,190,55,0.2894736842105263
883588,M,239,82,0.34309623430962344
883589,M,145,46,0.31724137931034485
883590,F,330,126,0.38181818181818183
883601,M,134,49,0.3656716417910448
883602,F,292,95,0.3253424657534247
883629,F,12,0,0.0
883630,F,176,50,0.2840909090909091
883692,M,190,56,0.29473684210526313
883696,F,208,40,0.19230769230769232
883740,M,494,165,0.3340080971659919
883788,F,156,7,0.04487179487179487
883793,M,92,41,0.44565217391304346
883800,M,5,0,0.0
883838,M,273,83,0.304029304029304
883856,F,147,7,0.047619047619047616
883864,F,217,52,0.23963133640552994
883885,M,208,113,0.5432692307692307
883910,F,138,37,0.26811594202898553
883912,M,140,25,0.17857142857142858
883978,F,183,40,0.2185792349726776
883996,M,132,27,0.20454545454545456
884000,F,81,36,0.4444444444444444
884002,M,36,4,0.1111111111111111
884036,F,425,161,0.3788235294117647
884040,F,452,247,0.5464601769911505
884117,F,198,45,0.22727272727272727
884120,M,168,58,0.34523809523809523
884129,M,184,138,0.75
884164,M,455,234,0.5142857142857142
884166,M,133,30,0.22556390977443608
884218,M,523,60,0.1147227533460803
884230,F,207,48,0.2318840579710145
884238,M,356,119,0.3342696629213483
884287,F,127,68,0.5354330708661418
884291,F,107,15,0.14018691588785046
884302,F,161,56,0.34782608695652173
884359,M,125,106,0.848
884362,F,161,59,0.36645962732919257
884368,F,189,5,0.026455026455026454
884388,M,163,8,0.049079754601226995
884466,F,190,35,0.18421052631578946
884526,F,179,52,0.2905027932960894
884536,M,407,142,0.3488943488943489
884593,F,251,141,0.5617529880478087
884600,M,73,6,0.0821917808219178
884619,F,246,60,0.24390243902439024
884633,M,343,75,0.21865889212827988
884634,F,244,116,0.47540983606557374
884654,F,107,51,0.4766355140186916
884682,F,290,171,0.5896551724137931
884713,M,115,39,0.3391304347826087
884728,F,270,147,0.5444444444444444
884746,M,114,50,0.43859649122807015
884747,F,279,71,0.25448028673835127
884752,F,375,95,0.25333333333333335
884777,F,147,19,0.1292517006802721
884784,F,105,34,0.3238095238095238
884797,F,168,42,0.25
884843,M,119,72,0.6050420168067226
884860,F,162,102,0.6296296296296297
884869,M,170,71,0.4176470588235294
884881,M,214,49,0.22897196261682243
884885,F,167,61,0.3652694610778443
884895,F,90,3,0.03333333333333333
884904,F,133,22,0.16541353383458646
884911,F,135,9,0.06666666666666667
884929,F,335,68,0.20298507462686566
884931,M,91,31,0.34065934065934067
884945,M,228,120,0.5263157894736842
884952,F,75,2,0.02666666666666667
884953,F,349,137,0.39255014326647564
884955,F,219,42,0.1917808219178082
884959,F,215,50,0.23255813953488372
884968,M,176,106,0.6022727272727273
884982,F,167,45,0.2694610778443114
884988,F,161,69,0.42857142857142855
885000,F,77,41,0.5324675324675324
885008,M,128,41,0.3203125
885010,F,180,48,0.26666666666666666
885016,F,145,25,0.1724137931034483
885046,F,165,18,0.10909090909090909
885047,M,202,86,0.42574257425742573
885050,M,235,30,0.1276595744680851
885075,M,143,85,0.5944055944055944
885082,F,247,26,0.10526315789473684
885084,F,58,23,0.39655172413793105
885086,M,57,23,0.40350877192982454
885087,F,62,22,0.3548387096774194
885094,F,171,65,0.38011695906432746
885096,M,168,39,0.23214285714285715
885099,F,11,0,0.0
885111,F,181,100,0.5524861878453039
885112,M,101,19,0.18811881188118812
885126,M,168,49,0.2916666666666667
885127,M,66,55,0.8333333333333334
885129,M,145,68,0.4689655172413793
885133,M,256,132,0.515625
885136,M,95,11,0.11578947368421053
885158,M,106,63,0.5943396226415094
885167,F,174,32,0.1839080459770115
885198,M,168,80,0.47619047619047616
885202,F,151,42,0.2781456953642384
885204,M,132,26,0.19696969696969696
885211,F,161,47,0.2919254658385093
885214,M,320,87,0.271875
885217,M,159,26,0.16352201257861634
885231,F,222,68,0.3063063063063063
885243,M,101,75,0.7425742574257426
885263,M,335,69,0.20597014925373133
885270,F,206,58,0.2815533980582524
885279,F,113,54,0.4778761061946903
885299,F,231,101,0.43722943722943725
885300,M,134,35,0.26119402985074625
885303,M,395,248,0.6278481012658228
885305,F,267,104,0.3895131086142322
885314,F,135,23,0.17037037037037037
885324,F,30,8,0.26666666666666666
885328,F,407,203,0.4987714987714988
885357,F,45,1,0.022222222222222223
885370,F,207,72,0.34782608695652173
885377,F,155,78,0.5032258064516129
885397,M,25,8,0.32
885409,F,234,58,0.24786324786324787
885441,F,81,19,0.2345679012345679
885453,F,382,102,0.2670157068062827
885457,M,127,37,0.29133858267716534
885458,M,86,28,0.32558139534883723
885461,F,84,39,0.4642857142857143
885473,F,219,40,0.182648401826484
885477,M,134,41,0.30597014925373134
885481,M,174,79,0.4540229885057471
885487,F,275,65,0.23636363636363636
885544,F,242,117,0.4834710743801653
885551,F,179,77,0.4301675977653631
885560,F,86,5,0.05813953488372093
885563,F,124,26,0.20967741935483872
885574,F,97,29,0.29896907216494845
885601,F,112,9,0.08035714285714286
885619,F,134,82,0.6119402985074627
885623,M,96,6,0.0625
885625,F,155,80,0.5161290322580645
885629,M,160,39,0.24375
885637,M,298,167,0.5604026845637584
885639,F,85,6,0.07058823529411765
885659,F,187,75,0.40106951871657753
885673,M,109,63,0.5779816513761468
885686,F,197,35,0.17766497461928935
885702,M,182,33,0.1813186813186813
885707,F,271,28,0.1033210332103321
885723,M,99,20,0.20202020202020202
885725,F,227,79,0.34801762114537443
885738,F,186,45,0.24193548387096775
885746,M,143,35,0.24475524475524477
885749,M,91,24,0.26373626373626374
885751,M,93,31,0.3333333333333333
885766,M,184,90,0.4891304347826087
885786,F,280,144,0.5142857142857142
885796,M,159,42,0.2641509433962264
885822,F,95,30,0.3157894736842105
885829,F,165,45,0.2727272727272727
885830,F,75,3,0.04
885846,M,15,7,0.4666666666666667
885848,F,182,36,0.1978021978021978
885849,F,130,47,0.36153846153846153
885853,M,304,87,0.28618421052631576
885857,F,124,53,0.4274193548387097
885881,M,18,15,0.8333333333333334
885900,F,419,195,0.46539379474940334
885923,F,157,47,0.29936305732484075
885937,F,138,34,0.2463768115942029
885960,M,89,26,0.29213483146067415
885977,M,202,53,0.2623762376237624
886026,M,126,57,0.4523809523809524
886028,M,206,71,0.3446601941747573
886037,F,92,5,0.05434782608695652
886062,F,50,5,0.1
886071,M,122,50,0.4098360655737705
886111,M,216,71,0.3287037037037037
886139,F,176,77,0.4375
886177,F,102,46,0.45098039215686275
886180,F,179,47,0.26256983240223464
886187,M,284,53,0.18661971830985916
886189,M,204,55,0.2696078431372549
886191,F,81,12,0.14814814814814814
886200,F,133,5,0.03759398496240601
886245,F,159,59,0.3710691823899371
886270,F,88,12,0.13636363636363635
886274,M,200,85,0.425
886288,M,426,128,0.3004694835680751
886311,M,133,16,0.12030075187969924
886329,F,75,11,0.14666666666666667
886338,M,134,55,0.41044776119402987
886343,M,108,46,0.42592592592592593
886350,M,253,44,0.17391304347826086
886357,M,184,106,0.5760869565217391
886430,M,166,77,0.463855421686747
886433,F,53,26,0.49056603773584906
886445,M,153,48,0.3137254901960784
886475,M,113,26,0.23008849557522124
886486,M,167,40,0.23952095808383234
886502,M,233,64,0.27467811158798283
886518,F,83,13,0.1566265060240964
886524,M,141,71,0.5035460992907801
886532,F,177,66,0.3728813559322034
886539,M,43,14,0.32558139534883723
886552,F,144,17,0.11805555555555555
886563,F,117,57,0.48717948717948717
886576,F,504,238,0.4722222222222222
886603,M,19,11,0.5789473684210527
886646,F,149,21,0.14093959731543623
886656,M,374,288,0.7700534759358288
886670,F,108,15,0.1388888888888889
886673,F,146,32,0.2191780821917808
886681,F,151,49,0.32450331125827814
886684,F,64,6,0.09375
886689,F,293,141,0.4812286689419795
886692,M,89,49,0.550561797752809
886696,F,346,63,0.18208092485549132
886697,F,302,230,0.7615894039735099
886705,F,173,45,0.26011560693641617
886707,M,42,1,0.023809523809523808
886715,F,93,58,0.6236559139784946
886722,M,27,11,0.4074074074074074
886725,F,43,14,0.32558139534883723
886726,M,112,17,0.15178571428571427
886731,F,61,8,0.13114754098360656
886747,M,147,28,0.19047619047619047
886751,M,236,104,0.4406779661016949
886772,F,275,144,0.5236363636363637
886783,F,101,26,0.25742574257425743
886787,M,340,99,0.2911764705882353
886789,F,115,61,0.5304347826086957
886790,M,84,60,0.7142857142857143
886801,F,57,14,0.24561403508771928
886852,M,235,144,0.6127659574468085
886853,F,96,32,0.3333333333333333
886855,F,284,58,0.20422535211267606
886888,F,177,116,0.655367231638418
886913,F,294,37,0.12585034013605442
886935,F,382,201,0.5261780104712042
886942,M,244,202,0.8278688524590164
886945,M,86,46,0.5348837209302325
886948,M,97,59,0.6082474226804123
886972,F,63,2,0.031746031746031744
886973,F,238,58,0.24369747899159663
886979,F,163,54,0.3312883435582822
886993,F,69,19,0.2753623188405797
886994,M,170,57,0.3352941176470588
886995,F,116,11,0.09482758620689655
887002,F,243,96,0.3950617283950617
887027,M,242,83,0.34297520661157027
887050,M,356,211,0.5926966292134831
887055,M,59,30,0.5084745762711864
887060,F,143,30,0.2097902097902098
887103,M,136,36,0.2647058823529412
887124,M,26,13,0.5
887142,F,121,32,0.2644628099173554
887164,M,179,86,0.48044692737430167
887222,F,66,34,0.5151515151515151
887254,F,252,119,0.4722222222222222
887269,F,146,41,0.2808219178082192
887299,M,217,9,0.041474654377880185
887315,F,237,82,0.3459915611814346
887321,M,229,94,0.4104803493449782
887358,M,75,42,0.56
887375,M,38,18,0.47368421052631576
887386,M,245,85,0.3469387755102041
887387,F,228,34,0.14912280701754385
887406,F,76,16,0.21052631578947367
887420,M,48,6,0.125
887519,M,29,14,0.4827586206896552
887530,F,403,236,0.5856079404466501
887539,M,702,303,0.43162393162393164
887600,F,58,24,0.41379310344827586
887612,M,55,2,0.03636363636363636
887621,M,62,28,0.45161290322580644
887638,F,98,32,0.32653061224489793
887645,M,164,49,0.29878048780487804
887673,M,101,41,0.40594059405940597
887714,M,269,61,0.22676579925650558
887729,M,36,8,0.2222222222222222
887736,M,337,67,0.19881305637982197
887740,M,129,34,0.26356589147286824
887754,F,254,68,0.2677165354330709
887765,M,7,3,0.42857142857142855
887778,F,128,17,0.1328125
887817,F,356,66,0.1853932584269663
887864,F,138,34,0.2463768115942029
887872,F,88,37,0.42045454545454547
887879,F,147,27,0.1836734693877551
887898,M,303,70,0.23102310231023102
887914,F,273,34,0.12454212454212454
887921,M,293,59,0.20136518771331058
887924,F,290,95,0.3275862068965517
887997,F,110,41,0.37272727272727274
888019,M,397,140,0.3526448362720403
888059,M,116,39,0.33620689655172414
888063,F,143,13,0.09090909090909091
888103,F,61,44,0.7213114754098361
888121,M,434,37,0.08525345622119816
888131,M,351,82,0.2336182336182336
888148,F,152,47,0.3092105263157895
888155,F,36,14,0.3888888888888889
888176,F,122,45,0.36885245901639346
888177,M,274,84,0.30656934306569344
888198,M,263,63,0.23954372623574144
888202,M,26,4,0.15384615384615385
888210,M,519,54,0.10404624277456648
888212,F,24,5,0.20833333333333334
888262,F,103,70,0.6796116504854369
888267,F,127,51,0.4015748031496063
888273,M,56,16,0.2857142857142857
888277,F,63,2,0.031746031746031744
888279,M,62,3,0.04838709677419355
888287,M,29,0,0.0
888298,F,68,30,0.4411764705882353
888356,M,202,92,0.45544554455445546
888374,F,28,9,0.32142857142857145
888377,M,135,15,0.1111111111111111
888437,M,117,30,0.2564102564102564
888453,M,76,1,0.013157894736842105
888470,M,174,17,0.09770114942528736
888508,F,80,33,0.4125
888535,F,159,93,0.5849056603773585
888574,M,29,15,0.5172413793103449
888597,M,87,44,0.5057471264367817
888610,M,156,14,0.08974358974358974
888661,M,39,33,0.8461538461538461
888666,F,0,0,0.0
888686,M,215,82,0.3813953488372093
888711,M,116,55,0.47413793103448276
888713,M,51,11,0.21568627450980393
888741,M,165,65,0.3939393939393939
888745,F,14,6,0.42857142857142855
888767,F,103,29,0.2815533980582524
888803,M,124,26,0.20967741935483872
888823,M,100,22,0.22
888844,M,122,47,0.38524590163934425
888869,M,138,21,0.15217391304347827
888874,M,202,62,0.3069306930693069
888900,M,121,29,0.2396694214876033
888945,M,209,63,0.3014354066985646
888951,M,198,71,0.35858585858585856
888963,F,39,6,0.15384615384615385
888965,F,152,93,0.6118421052631579
889010,M,197,33,0.16751269035532995
889098,F,69,9,0.13043478260869565
889109,F,191,10,0.05235602094240838
889219,M,90,42,0.4666666666666667
889282,M,97,9,0.09278350515463918
889320,F,89,16,0.1797752808988764
889367,F,99,20,0.20202020202020202
889372,F,99,39,0.3939393939393939
889412,F,181,69,0.3812154696132597
889425,M,219,80,0.365296803652968
889475,M,117,19,0.1623931623931624
889477,M,74,14,0.1891891891891892
889583,F,214,22,0.102803738317757
889600,M,118,36,0.3050847457627119
889620,F,114,13,0.11403508771929824
889641,F,64,37,0.578125
889712,M,143,53,0.3706293706293706
889742,M,91,25,0.27472527472527475
889799,M,199,38,0.19095477386934673
889864,F,71,18,0.2535211267605634
889885,F,22,1,0.045454545454545456
889918,M,127,36,0.28346456692913385
889920,F,29,14,0.4827586206896552
889999,F,11,7,0.6363636363636364
890000,M,41,6,0.14634146341463414
890065,M,42,8,0.19047619047619047
890073,F,120,38,0.31666666666666665
890115,M,38,16,0.42105263157894735
890145,F,33,0,0.0
890315,F,337,130,0.3857566765578635
890402,M,310,127,0.4096774193548387
890413,F,193,77,0.39896373056994816
890459,F,157,36,0.22929936305732485
890468,F,96,49,0.5104166666666666
890476,M,31,23,0.7419354838709677
890492,M,329,107,0.3252279635258359
890495,F,50,36,0.72
890663,M,57,13,0.22807017543859648
890709,F,275,74,0.2690909090909091
890768,F,119,11,0.09243697478991597
890846,F,159,21,0.1320754716981132
890928,F,468,151,0.32264957264957267
890959,F,189,40,0.21164021164021163
890983,F,19,4,0.21052631578947367
891018,F,98,30,0.30612244897959184
891023,M,93,53,0.5698924731182796
891043,F,254,61,0.24015748031496062
891065,M,131,33,0.25190839694656486
891081,F,51,17,0.3333333333333333
891099,M,32,15,0.46875
891115,M,115,43,0.3739130434782609
891143,M,120,75,0.625
891171,M,80,27,0.3375
891248,F,267,103,0.3857677902621723
891448,M,418,213,0.5095693779904307
891457,M,413,171,0.41404358353510895
891498,M,237,48,0.20253164556962025
891518,M,176,53,0.30113636363636365
891634,M,172,55,0.31976744186046513
891669,F,59,21,0.3559322033898305
891690,M,207,35,0.16908212560386474
891769,M,181,82,0.4530386740331492
891807,F,39,1,0.02564102564102564
891844,M,105,27,0.2571428571428571
891871,M,154,65,0.42207792207792205
891977,F,267,49,0.18352059925093633
892008,F,3,0,0.0
892069,M,503,287,0.5705765407554672
892381,M,214,61,0.2850467289719626
892406,M,240,73,0.30416666666666664
892416,M,49,4,0.08163265306122448
892450,F,111,36,0.32432432432432434
892522,M,108,68,0.6296296296296297
892551,M,72,41,0.5694444444444444
892687,M,336,27,0.08035714285714286
892692,M,17,0,0.0
893018,M,74,19,0.25675675675675674
893324,F,76,9,0.11842105263157894
893407,F,87,27,0.3103448275862069
893451,M,58,38,0.6551724137931034
893542,F,52,9,0.17307692307692307
893684,F,120,41,0.3416666666666667
893791,F,29,2,0.06896551724137931
893840,F,34,21,0.6176470588235294
894174,M,26,5,0.19230769230769232
894246,F,41,23,0.5609756097560976
894331,M,87,2,0.022988505747126436
894345,M,52,19,0.36538461538461536
894697,M,6,1,0.16666666666666666
894723,M,131,37,0.2824427480916031
894772,M,64,22,0.34375
894796,M,128,40,0.3125
894805,M,80,9,0.1125
894898,F,89,40,0.449438202247191
894903,F,24,10,0.4166666666666667
895204,M,191,55,0.2879581151832461
895349,F,47,8,0.1702127659574468
895525,F,151,63,0.41721854304635764
895569,M,55,12,0.21818181818181817
895699,F,37,27,0.7297297297297297
895733,F,171,23,0.13450292397660818
895836,F,43,11,0.2558139534883721
895905,F,239,132,0.5523012552301255
896003,M,224,88,0.39285714285714285
896049,M,210,55,0.2619047619047619
896104,F,69,31,0.4492753623188406
896183,M,126,51,0.40476190476190477
896228,F,274,148,0.5401459854014599
896234,M,360,50,0.1388888888888889
896248,M,46,7,0.15217391304347827
896357,F,204,116,0.5686274509803921
896476,M,61,9,0.14754098360655737
896506,M,57,10,0.17543859649122806
896512,F,39,1,0.02564102564102564
896560,M,25,3,0.12
897024,M,25,5,0.2
897468,F,113,34,0.3008849557522124
897800,M,165,31,0.18787878787878787
898115,F,216,20,0.09259259259259259
898134,M,53,37,0.6981132075471698
898135,M,236,86,0.3644067796610169
898871,F,110,36,0.32727272727272727
